judul,text,tanggal,sentimen
"Rupiah Dibuka Melemah Lagi, Dolar Kembali Sentuh Level Rp15.500!","rupiah dibuka melemah lagi , dolar kembali sentuh level rp 15.500!",2024/08/22,negatif
Sri Mulyani Happy! Dolar AS Dari Rp16.400 Kini Sudah Rp15.100,sri mulyani happy ! dolar AS dari rp 16.400 kini sudah rp 15.100,2024/09/23,positif
Kisi-Kisi dan Rencana Dividen Bank BUMN 2025,kisi-kisi dan rencana dividen bank BUMN 2025,2024/09/02,netral
Segini Uang Pensiun Jokowi Usai 10 Tahun Jadi Presiden RI,segini uang pensiun jokowi usai 10 tahun jadi presiden RI,2024/04/06,netral
IHSG Ambles 1% Setelah Cetak Rekor 3 Hari Beruntun,IHSG ambles 1% setelah cetak rekor 3 hari beruntun,2024/03/15,negatif
"Patut Dicontoh, Ini Pilihan dan Strategi Investasi Ala Nabi Muhammad","patut dicontoh , ini pilihan dan strategi investasi ala nabi muhammad",2024/07/12,netral
BI Laporkan Utang Luar Negeri RI US$408 Miliar di Kuartal II-2024,BI laporkan utang luar negeri RI US 408 miliar di kuartal ii-2024,2024/08/15,negatif
"Sentimen Trump & DHE Bikin Rupiah Perkasa, Dolar Turun ke Rp 16.250","sentimen trump DHE bikin rupiah perkasa , dolar turun ke rp 16.250",2025/01/23,positif
Asing Gencar Kumpulkan 10 Saham Ini Kala IHSG Bergairah,asing gencar kumpulkan 10 saham ini kala IHSG bergairah,2025/03/20,positif
"Nasabah Prioritas BCA, BRI, BNI, & Mandiri Minimal Punya Duit Segini","nasabah prioritas BCA , BRI , BNI , mandiri minimal punya duit segini",2024/07/29,netral
Aturan Lengkap! DHE Wajib Disimpan 100% di RI Mulai 1 Maret 2025,aturan lengkap ! DHE wajib disimpan 100% di RI mulai 1 maret 2025,2025/01/21,netral
"Fed Effect Pudar, Dolar Naik Tipis Jadi Rp 16.235","fed effect pudar , dolar naik tipis jadi rp 16.235",2024/08/02,negatif
"IHSG Ambruk Lagi, Turun Lebih dari 1%","IHSG ambruk lagi , turun lebih dari 1%",2024/11/29,negatif
"IHSG Balik Arah Jadi Hijau, Saham-Saham BUMN Ini Jadi Penyelamat","IHSG balik arah jadi hijau , saham-saham BUMN ini jadi penyelamat",2024/07/17,positif
"IHSG Ditutup Naik Tipis! Transaksi Tembus Rp 9,5 T, BREN Jadi Motornya","IHSG ditutup naik tipis ! transaksi tembus rp 9.5 T , BREN jadi motornya",2025/01/07,positif
"Indonesia Peringkat 3 Global Crypto Adoption Index, Ini Kata Bos OJK","indonesia peringkat 3 global crypto adoption index , ini kata bos OJK",2025/02/11,netral
"Kepala OIKN Kumpulkan Petinggi BRI, BNI, BCA hingga BTN, Ada Apa?","kepala OIKN kumpulkan petinggi BRI , BNI , BCA hingga BTN , ada apa ?",2025/01/19,netral
KRAS Suplai Pipa Baja di Proyek Transmisi Gas Bumi Cirebon-Semarang,KRAS suplai pipa baja di proyek transmisi gas bumi cirebon-semarang,2024/08/16,positif
"Duit di Rekening Terkuras Habis, Awas Modus Baru Maling M-Banking","duit di rekening terkuras habis , awas modus baru maling m-banking",2024/10/26,netral
"Sosok Konglomerat di Balik BBN Airlines, Ini Profilnya","sosok konglomerat di balik BBN airlines , ini profilnya",2024/12/03,netral
"Rupiah Dapat 2 Booster, Dolar Lanjut Turun ke Rp 16.235","rupiah dapat 2 booster , dolar lanjut turun ke rp 16.235",2025/01/24,positif
Manusia Rp 2.000 Triliun Tetap Hormat Orang Tua & Hidup Sederhana,manusia rp 2.000 triliun tetap hormat orang tua hidup sederhana,2025/01/19,netral
OJK Terbitkan Aturan Strategi Anti Fraud Buat Lembaga Jasa Keuangan,OJK terbitkan aturan strategi anti fraud buat lembaga jasa keuangan,2024/08/13,positif
"Daftar Kartu Debit Bank Mandiri, Lengkap dengan Biaya & Limitnya","daftar kartu debit bank mandiri , lengkap dengan biaya limitnya",2024/11/28,netral
"DPR Ingatkan Risiko Kredit Macet LPEI ke Himbara, Ini Antisipasi BNI","DPR ingatkan risiko kredit macet LPEI ke himbara , ini antisipasi BNI",2024/03/20,netral
"Data Penting AS Bikin Labil Rupiah, Dolar Menuju Rp16.400","data penting AS bikin labil rupiah , dolar menuju rp 16.400",2025/02/13,negatif
"Diduga Manipulasi Saham SM Entertainment, Pendiri Kakao Corp Ditangkap","diduga manipulasi saham SM entertainment , pendiri kakao corp ditangkap",2024/07/23,negatif
"Bikin Kaget, Nasabah Prioritas BCA-Mandiri MInimal Punya Saldo Segini","bikin kaget , nasabah prioritas bca-mandiri minimal punya saldo segini",2024/05/19,netral
BTN Ajak Muhammadiyah Jadi Komisaris dan Pemegang Saham Bank Syariah,BTN ajak muhammadiyah jadi komisaris dan pemegang saham bank syariah,2024/10/15,netral
"Data Lapangan Kerja AS Panas Lagi, Wall Street Dibuka Loyo","data lapangan kerja AS panas lagi , wall street dibuka loyo",2024/04/03,negatif
Ada Crossing Rp 600 Miliar di Saham DNET Milik Anthony Salim,ada crossing rp 600 miliar di saham DNET milik anthony salim,2024/11/28,positif
"Evolusi GoTo Terus Berlanjut, Jajaran Komisaris-Direksi Diperkuat","evolusi goto terus berlanjut , jajaran komisaris-direksi diperkuat",2024/05/20,positif
BNI Buka Suara Soal Status Pailit Sritex,BNI buka suara soal status pailit sritex,2024/12/21,netral
"Rakyat Menderita, Raja Terkaya RI Rela Bagi-bagi Uang Rp 20 Miliar","rakyat menderita , raja terkaya RI rela bagi-bagi uang rp 20 miliar",2025/01/19,netral
"Aktivitas Manufaktur RI Masih Kontraksi, IHSG Dibuka Galau","aktivitas manufaktur RI masih kontraksi , IHSG dibuka galau",2024/09/03,negatif
Sumber Kekayaan Crazy Rich Vietnam yang Divonis Hukuman Mati,sumber kekayaan crazy rich vietnam yang divonis hukuman mati,2024/04/15,netral
Analisis Penyebab IHSG Ambruk Hingga 3% Lebih,analisis penyebab IHSG ambruk hingga 3% lebih,2025/02/07,negatif
"Lewat uRBan Festival, Bank Mandiri Sukses Bikin UMKM Naik Kelas","lewat urban festival , bank mandiri sukses bikin UMKM naik kelas",2025/02/13,positif
Bos OJK: Pemilu Momentum Lembaga Keuangan Lari Cepat hingga Akhir 2024,bos OJK : pemilu momentum lembaga keuangan lari cepat hingga akhir 2024,2024/02/20,positif
"Dolar Kini Rp16.300, BI: Kami Terus Pastikan Rupiah Stabil","dolar kini rp 16.300 , BI : kami terus pastikan rupiah stabil",2025/01/22,netral
"Pendapatan Naik, Kok Laba ADMF Turun 6,5% di Semester I-2024?","pendapatan naik , kok laba ADMF turun 6.5% di semester i-2024?",2024/07/30,negatif
"BPK Ungkap Masalah Keuangan PT Pindad, Ini Temuannya","BPK ungkap masalah keuangan PT pindad , ini temuannya",2024/10/26,negatif
"Tergerus Beban Tenaga Kerja, Laba BTPN Anjlok 15,1% per Juni 2024","tergerus beban tenaga kerja , laba BTPN anjlok 15.1% per juni 2024",2024/07/30,negatif
"Saham PTRO Terbang & Sentuh ARA, Ada Apa?","saham PTRO terbang sentuh ARA , ada apa ?",2024/08/29,positif
"Rapat BI Mulai Hari Ini, Mampukah Rupiah Menguat Lagi!","rapat BI mulai hari ini , mampukah rupiah menguat lagi !",2024/11/19,netral
"Kembangkan Pasar Batu Bara Metalurgi, ADMR Cuan dari Jepang & China","kembangkan pasar batu bara metalurgi , ADMR cuan dari jepang china",2024/10/17,positif
"Rupiah Kembali Tersungkur, Dolar Makin Melesat ke Rp15.920","rupiah kembali tersungkur , dolar makin melesat ke rp 15.920",2024/12/12,negatif
"BRI Konsisten Setor Dividen Jumbo, Negara Terima Lebih dari Rp100 T","BRI konsisten setor dividen jumbo , negara terima lebih dari rp 100 t",2025/02/28,positif
Warren Buffett Blak-blakan 7 Kebiasaan yang Bikin Orang Susah Kaya,warren buffett blak-blakan 7 kebiasaan yang bikin orang susah kaya,2025/02/23,netral
"Gencar Ekspansi di RI, Saham BYD Malah Dilego Warren Buffett","gencar ekspansi di RI , saham BYD malah dilego warren buffett",2024/07/23,negatif
"IHSG Merana, Asing Ramai-Ramai Lepas Saham Ini","IHSG merana , asing ramai-ramai lepas saham ini",2024/11/19,negatif
Bank Mandiri (BMRI) Siapkan Uang Tunai Rp26 T Untuk Periode Nataru,bank mandiri ( BMRI ) siapkan uang tunai rp 26 t untuk periode nataru,2024/12/05,positif
"LPS Sorot Tabungan Rp 5 M Menyusut, Ini Penyebabnya","LPS sorot tabungan rp 5 m menyusut , ini penyebabnya",2024/01/30,negatif
"OJK Sebut Ada Tekanan ke Likuiditas Bank di RI, Ini Sebabnya","OJK sebut ada tekanan ke likuiditas bank di RI , ini sebabnya",2024/07/15,negatif
"Setahun Berdiri, Transaksi Bursa Karbon Ternyata Baru Segini","setahun berdiri , transaksi bursa karbon ternyata baru segini",2024/10/03,netral
"Debt Collector Boleh Tagih Utang ke Rumah, Ini Syaratnya","debt collector boleh tagih utang ke rumah , ini syaratnya",2024/09/30,netral
"Ekonomi AS Masih Kuat, Dolar Naik ke Rp15.710","ekonomi AS masih kuat , dolar naik ke rp 15.710",2024/02/29,negatif
"Jokowi Ungkap Situasi Ekonomi RI Terkini, Minta Semua Waspada!","jokowi ungkap situasi ekonomi RI terkini , minta semua waspada !",2024/02/20,netral
"Jual Cimory (CMRY), Wenzel Sutantio Kantongi Rp45,06 Miliar","jual cimory ( cmry ) , wenzel sutantio kantongi rp 45.06 miliar",2024/11/29,netral
"Pasar Tunggu Data Tenaga Kerja AS, Bursa Asia Mayoritas Koreksi!","pasar tunggu data tenaga kerja AS , bursa asia mayoritas koreksi !",2025/01/10,negatif
"3 Institusi Ini Jadi Market Maker, IHSG Bisa Terbang Tinggi","3 institusi ini jadi market maker , IHSG bisa terbang tinggi",2025/03/21,positif
wondr Jadi Motor BNI Genjot Fee Based Income,wondr jadi motor BNI genjot fee based income,2024/11/07,positif
"Top Trader Dunia Ini Ramal Harga Tembaga Bakal ke Rp639,6 Juta",top trader dunia ini ramal harga tembaga bakal ke rp 639.6 juta,2024/05/27,netral
"Kronologi Kasus Ahmad Rafif, Gagal Kelola Rp 71 M Hingga Disanksi OJK","kronologi kasus ahmad rafif , gagal kelola rp 71 m hingga disanksi OJK",2024/07/08,negatif
"Kejagung Geledah Rumah Budi Said di Surabaya, Temukan Logam Mulia","kejagung geledah rumah budi said di surabaya , temukan logam mulia",2024/01/18,negatif
Cara Mudah Membersihkan Nama dari Kredit Macet di SLIK OJK,cara mudah membersihkan nama dari kredit macet di SLIK OJK,2025/01/12,netral
Penerbitan Global Bond BNI Dinilai Langkah yang Tepat,penerbitan global bond BNI dinilai langkah yang tepat,2024/03/28,positif
"Rupiah Menguat Enam Hari Beruntun, Dolar Jadi Rp 15.655","rupiah menguat enam hari beruntun , dolar jadi rp 15.655",2024/02/02,positif
"Pasar Monitor BI Rate Turun, Rupiah Masih Potensi Melemah!","pasar monitor BI rate turun , rupiah masih potensi melemah !",2025/01/16,negatif
"Tabungan Ludes Gara-gara Menghidupi 25 Orang, Jadikan Pelajaran!","tabungan ludes gara-gara menghidupi 25 orang , jadikan pelajaran !",2025/02/22,netral
"Prabowo Luncurkan Danantara  24 Februari 2025, Kelola Aset Rp14.700 T","prabowo luncurkan danantara 24 februari 2025 , kelola aset rp 14.700 t",2025/02/14,netral
"Selesai Pidato Jokowi di Sidang Tahunan, Dolar Naik ke Rp15.725!","selesai pidato jokowi di sidang tahunan , dolar naik ke rp 15.725!",2024/08/16,negatif
"Bank Mandiri (BMRI) Catat Penyaluran KUR Rp 19,33T per Juni 2024",bank mandiri ( BMRI ) catat penyaluran KUR rp 19.33T per juni 2024,2024/07/22,positif
"Menanti Inflasi AS, Tantangan Rupiah Belum Selesai!","menanti inflasi AS , tantangan rupiah belum selesai !",2024/11/13,negatif
"Ngamuk, IHSG Melesat 1,74% Usai Terkapar 5 Hari Beruntun","ngamuk , IHSG melesat 1.74% usai terkapar 5 hari beruntun",2025/02/12,positif
"PPRO Ubah Pembayaran Utang Jadi Obligasi Konversi, Investor Menolak","PPRO ubah pembayaran utang jadi obligasi konversi , investor menolak",2025/02/18,netral
Harvey Moeis Terancam Penjara Seumur Hidup di Kasus Korupsi Timah,harvey moeis terancam penjara seumur hidup di kasus korupsi timah,2024/08/14,negatif
"BRI (BBRI) Bagi Dividen Rp 51,74 Triliun, Simak Jadwalnya","BRI ( BBRI ) bagi dividen rp 51.74 triliun , simak jadwalnya",2025/03/27,positif
"Gak Ikut Tren Free Ongkir E-Commerce, Pos Indonesia Buka Suara","gak ikut tren free ongkir e-commerce , pos indonesia buka suara",2024/10/02,netral
"Gara-Gara Hidup Ikut Anjuran Nabi, Pria AS Ini Punya Harta Rp 118 T","gara-gara hidup ikut anjuran nabi , pria AS ini punya harta rp 118 t",2024/06/15,netral
"Harga Saham Meningkat Tajam, BEI Gembok Perdagangan SKBM & RONY","harga saham meningkat tajam , BEI gembok perdagangan SKBM RONY",2024/12/19,negatif
"Harga Emas Meroket, Ini Dampaknya ke Kinerja BSI","harga emas meroket , ini dampaknya ke kinerja BSI",2024/10/29,positif
"Donald Trump Jadi Presiden AS, Dolar Malah Turun ke Rp 16.280","donald trump jadi presiden AS , dolar malah turun ke rp 16.280",2025/01/21,positif
"Kinerja Unggul, Sarana Mitra Luas Raih Rating idA- dari Pefindo","kinerja unggul , sarana mitra luas raih rating ida- dari pefindo",2024/08/19,positif
Tok! BSI (BRIS) Resmi Punya 3 Komisaris Baru,tok ! BSI ( BRIS ) resmi punya 3 komisaris baru,2024/12/12,netral
Bank Mandiri Kucurkan Rp 700 M ke Emiten Orang Terkaya RI (CUAN),bank mandiri kucurkan rp 700 m ke emiten orang terkaya RI ( CUAN ),2024/09/18,netral
Transaksi Saham Kena PPN 12% Mulai Tahun Depan,transaksi saham kena PPN 12% mulai tahun depan,2024/12/30,netral
"Tebar Fitur & Program Khusus, BYOND by BSI Terima Respon Positif","tebar fitur program khusus , BYOND by BSI terima respon positif",2024/11/17,positif
"Dolar Bisa Kembali Sentuh Rp 15.800, Begini Analisanya","dolar bisa kembali sentuh rp 15.800 , begini analisanya",2024/08/08,netral
"Tinggal 2 Hari Perdagangan di 2024, Rupiah Masih Potensi Volatil!","tinggal 2 hari perdagangan di 2024 , rupiah masih potensi volatil !",2024/12/27,negatif
Bos OJK: Investor Pasar Modal RI Naik 5 Kali Lipat,bos OJK : investor pasar modal RI naik 5 kali lipat,2024/02/20,positif
"Daftar Bunga Deposito Bank Tertinggi, Bisa untuk Simpan THR","daftar bunga deposito bank tertinggi , bisa untuk simpan THR",2024/04/08,netral
Waspada! Tanda-Tanda Dompet Warga RI Kempes Muncul Lagi,waspada ! tanda-tanda dompet warga RI kempes muncul lagi,2025/02/26,netral
"Hidup Mewah di Jakarta, Suami-Istri Ternyata Rampok Bank Rp 87 Miliar","hidup mewah di jakarta , suami-istri ternyata rampok bank rp 87 miliar",2024/12/22,negatif
"Data Tenaga Kerja Mulai Mendingin, Wall Street Berhasil Bangkit","data tenaga kerja mulai mendingin , wall street berhasil bangkit",2024/04/04,positif
"Was-was Kebijakan Trump, Rupiah Melemah & Dolar Menguat ke Rp16.280","was-was kebijakan trump , rupiah melemah dolar menguat ke rp 16.280",2025/02/25,negatif
"Sentimen Luar Negeri Masih Kuat, IHSG Dibuka Cerah","sentimen luar negeri masih kuat , IHSG dibuka cerah",2024/10/10,positif
Kisah Warren Buffett Kena Penipuan Deepfake AI,kisah warren buffett kena penipuan deepfake AI,2024/11/04,netral
Anak Buah Erick Thohir Tegaskan BUMN Butuh Dukungan Politik,anak buah erick thohir tegaskan BUMN butuh dukungan politik,2024/06/12,netral
"Djarum Jadi Investor Strategis, DATA Agresif Genjot Bisnis Ini","djarum jadi investor strategis , DATA agresif genjot bisnis ini",2025/01/22,positif
Wall Street Dibuka Hijau Saat Investor Harap-Harap Cemas,wall street dibuka hijau saat investor harap-harap cemas,2024/03/27,positif
Orang Ini Hidup Mewah di Jakarta Setelah Rampok Uang di Bank Besar,orang ini hidup mewah di jakarta setelah rampok uang di bank besar,2025/02/02,netral
Kisah Keruntuhan Bisnis Pendiri Astra Sampai Harus Obral Saham,kisah keruntuhan bisnis pendiri astra sampai harus obral saham,2024/07/13,netral
"Breaking! Rupiah Lanjut Menguat, Dolar AS Tersungkur ke Rp15.090","breaking ! rupiah lanjut menguat , dolar AS tersungkur ke rp 15.090",2024/09/25,positif
"Bakal Ada Aturan Baru Soal Asuransi Kesehatan dari OJK, Ini Bocorannya","bakal ada aturan baru soal asuransi kesehatan dari OJK , ini bocorannya",2025/02/27,netral
"Dituding Beri Diskon Palsu, 2 Raja Supermarket Ini Digugat","dituding beri diskon palsu , 2 raja supermarket ini digugat",2024/09/24,negatif
Ini Barang Sitaan KPK dari Rumah Ridwan Kamil,ini barang sitaan KPK dari rumah ridwan kamil,2025/03/12,netral
"Kurs Rata-rata Januari-Maret Rp15.600/US$, ICP US$80/Barel","kurs rata-rata januari-maret rp 15.600us , ICP us 80barel",2024/04/18,netral
Rosan Tegaskan Sri Mulyani Masuk Dewan Pengawas Danantara,rosan tegaskan sri mulyani masuk dewan pengawas danantara,2025/03/26,netral
"Kondisi Geopolitik Global Mulai Adem, Dolar Turun ke Rp16.485","kondisi geopolitik global mulai adem , dolar turun ke rp 16.485",2025/03/03,positif
"Deretan Harta Kekayaan 7 Presiden RI, Siapa yang Terkaya & Termiskin?","deretan harta kekayaan 7 presiden RI , siapa yang terkaya termiskin ?",2024/04/12,netral
Asing Kompak Borong 10 Saham Ini Saat IHSG Ambruk,asing kompak borong 10 saham ini saat IHSG ambruk,2025/02/20,positif
"Nasdaq Dibuka Turun Tipis, Investor Nantikan Performa Keuangan Nvdia","nasdaq dibuka turun tipis , investor nantikan performa keuangan nvdia",2024/05/21,negatif
"Skema Jaminan Kesehatan Pensiunan Menteri Jokowi, Berlaku Seumur Hidup","skema jaminan kesehatan pensiunan menteri jokowi , berlaku seumur hidup",2024/10/18,netral
"Koreksi BREN Mulai Terpangkas, tapi 3 Hari Ambruk 38%","koreksi BREN mulai terpangkas , tapi 3 hari ambruk 38%",2024/09/24,negatif
"Rumah Ridwan Kamil Diperiksa KPK, Saham BJBR Merosot 1,95%","rumah ridwan kamil diperiksa KPK , saham BJBR merosot 1.95%",2025/03/11,negatif
Wijaya Candera Arahkan PT MPX Indonesia Investasi di Saham MPXL,wijaya candera arahkan PT MPX indonesia investasi di saham MPXL,2025/03/03,positif
"Kasus Suap IPO, Pengamat: Investor Sengaja Dibikin Rugi","kasus suap IPO , pengamat : investor sengaja dibikin rugi",2024/08/28,negatif
"Habibie Pernah bikin Dolar Rp16.800 Jadi Rp6.550, Begini Caranya","habibie pernah bikin dolar rp 16.800 jadi rp 6.550 , begini caranya",2024/11/24,netral
BNI (BBNI) Buka-Bukaan Soal Strategi Menggenjot ESG,BNI ( BBNI ) buka-bukaan soal strategi menggenjot ESG,2024/11/05,netral
"Wall Street Dibuka Beragam, Data Penjualan Retail Di Bawah Ekspektasi!","wall street dibuka beragam , data penjualan retail di bawah ekspektasi !",2024/02/15,negatif
Investor Siap-Siap! BBRI Mau Buyback Saham Rp 3 Triliun,investor siap-siap ! BBRI mau buyback saham rp 3 triliun,2025/02/03,positif
Bagaimana Prospek Adaro (ADRO) Usai Spinoff Bisnis Batu Bara?,bagaimana prospek adaro ( ADRO ) usai spinoff bisnis batu bara ?,2024/11/11,netral
BUMN Bandara Angkasa Pura Dilebur dan Mau Ganti Nama,BUMN bandara angkasa pura dilebur dan mau ganti nama,2024/07/25,netral
"Diinjak-injak Warga Israel, di Indonesia Indomie Laku Rp 50 Triliun","diinjak-injak warga israel , di indonesia indomie laku rp 50 triliun",2024/05/19,netral
"IHSG Volatil, Dana Investasi Kelolaan BPJS Kesehatan Dijamin Aman","IHSG volatil , dana investasi kelolaan BPJS kesehatan dijamin aman",2025/03/25,netral
Bikin Ngeri! Begini Nasib RI Kalau Dolar AS Tembus Rp20.000,bikin ngeri ! begini nasib RI kalau dolar AS tembus rp 20.000,2024/06/30,netral
"HK Butuh Suntikan Rp 1 Triliun, Tol Lampung-Jambi Bisa Selesai 2025","HK butuh suntikan rp 1 triliun , tol lampung-jambi bisa selesai 2025",2024/07/02,netral
"SRBI Lebih Dilirik Investor Dibandingkan SBN, Ini Buktinya!","SRBI lebih dilirik investor dibandingkan SBN , ini buktinya !",2024/07/02,netral
"Datang Dengan Kemeja Putih, Harvey Moeis Jalani Sidang Tuntutan","datang dengan kemeja putih , harvey moeis jalani sidang tuntutan",2024/12/09,netral
BTC Lanjut Terbang Gegara ETF Bitcoin Spot,BTC lanjut terbang gegara ETF bitcoin spot,2024/12/05,positif
"Dunia Penuh Gejolak, Begini Ramalan BI Soal Ekonomi RI di 2025","dunia penuh gejolak , begini ramalan BI soal ekonomi RI di 2025",2024/11/29,netral
"Teratas di Industri Keuangan, BRI Jadi Bank Terbesar Versi Ini","teratas di industri keuangan , BRI jadi bank terbesar versi ini",2024/08/19,positif
Bos BRI Bicara Dampak Perang Dagang Usai Trump Menang Pemilu AS,bos BRI bicara dampak perang dagang usai trump menang pemilu AS,2024/11/13,netral
"Jumlahnya Makin Sedikit, Ini Ciri-ciri Orang Kelas Menengah Atas","jumlahnya makin sedikit , ini ciri-ciri orang kelas menengah atas",2024/10/04,netral
"OJK Terima 31.000 Aduan, Paling Banyak Soal Bank dan Fintech","OJK terima 31.000 aduan , paling banyak soal bank dan fintech",2024/12/13,negatif
"The Fed Tunggu Data Penting AS, Dolar Menguat ke Rp16.335","the fed tunggu data penting AS , dolar menguat ke rp 16.335",2025/03/10,negatif
"Debut Perdana Saham Alat Kesehatan (LABS), Langsung Sentuh ARA","debut perdana saham alat kesehatan ( labs ) , langsung sentuh ARA",2024/07/10,positif
"Pasar Fokus Inflasi AS, Rupiah Dibuka Perkasa!","pasar fokus inflasi AS , rupiah dibuka perkasa !",2024/09/11,positif
"Saham Konglomerat Ambruk, IHSG Rontok","saham konglomerat ambruk , IHSG rontok",2025/03/14,negatif
Nah! Ini Sosok Pemilik MR.DIY yang Tokonya Menjamur di RI,nah ! ini sosok pemilik MR . DIY yang tokonya menjamur di RI,2024/12/29,netral
Asing Terciduk Kompak Borong Saham Bank Kala IHSG Menguat,asing terciduk kompak borong saham bank kala IHSG menguat,2024/10/16,positif
Asing Terciduk Lego 10 Saham Ini Kala IHSG Merah Merona,asing terciduk lego 10 saham ini kala IHSG merah merona,2024/12/16,negatif
Sri Mulyani: Tingkat Penempatan DHE SDA di Perbankan RI Lebih Dari 30%,sri mulyani : tingkat penempatan DHE SDA di perbankan RI lebih dari 30%,2025/02/17,netral
"Komisi XI DPR Jawab Kekhawatiran Investor Soal APBN & Resesi, Simak!","komisi XI DPR jawab kekhawatiran investor soal APBN resesi , simak !",2025/03/18,netral
Cek! Jadwal & Lokasi Penukaran Uang Lebaran di Jakarta & Sekitarnya,cek ! jadwal lokasi penukaran uang lebaran di jakarta sekitarnya,2024/03/15,netral
Sri Mulyani Apresiasi Upaya BRI dalam Pemberdayaan UMKM,sri mulyani apresiasi upaya BRI dalam pemberdayaan UMKM,2025/01/31,positif
"KB Bank Terbitkan Obligasi Global Rp 4,65 T",KB bank terbitkan obligasi global rp 4.65 t,2024/10/16,positif
"Masa Kerja Tinggal 9 Bulan, Jokowi Akan Terima Uang Pensiun Segini","masa kerja tinggal 9 bulan , jokowi akan terima uang pensiun segini",2024/01/20,netral
"Baru Serok Saham BRI, Lo Kheng Hong Langsung Cuan Rp13 M dari Dividen","baru serok saham BRI , lo kheng hong langsung cuan rp 13 m dari dividen",2025/03/24,positif
Bukalapak Minta Restu Investor Utak Atik Dana IPO,bukalapak minta restu investor utak atik dana IPO,2024/12/03,netral
"Sumbang Rp 125 T, Mimpi Idola Bill Gates Mati Miskin Terkabul","sumbang rp 125 T , mimpi idola bill gates mati miskin terkabul",2024/07/11,netral
"Laba BFI Finance (BFIN) Turun 4,8% Sepanjang 2024, Jadi Rp 1,5 T","laba BFI finance ( BFIN ) turun 4.8% sepanjang 2024 , jadi rp 1.5 t",2025/02/25,negatif
"Pancing Wisman Spiritual Global, InJourney Gandeng Maskapai Thailand","pancing wisman spiritual global , injourney gandeng maskapai thailand",2024/08/20,positif
Bursa Asia Dibuka Semringah Usai Wall Street Cetak Rekor Baru,bursa asia dibuka semringah usai wall street cetak rekor baru,2024/10/17,positif
Nah! Ini Rangkuman Pergerakan IHSG Sepekan,nah ! ini rangkuman pergerakan IHSG sepekan,2024/02/11,netral
"Sri Mulyani Bantu Bikin Stabil Rupiah, Dolar Turun ke Rp 16.245","sri mulyani bantu bikin stabil rupiah , dolar turun ke rp 16.245",2024/07/09,positif
"Ratu Judi Dunia Asal Israel, Dapat Durian Runtuh & Jadi Orang Terkaya","ratu judi dunia asal israel , dapat durian runtuh jadi orang terkaya",2024/04/16,netral
"8,22 Juta Saham Emiten Ini Diborong Investor China",8.22 juta saham emiten ini diborong investor china,2025/01/24,positif
"Tupperware Terancam Bangkrut, Begini Kabar Terbarunya","tupperware terancam bangkrut , begini kabar terbarunya",2024/09/12,negatif
Breaking: IHSG Ambruk 1% & Balik Ke 7.100-an,breaking : IHSG ambruk 1% balik ke 7100-an,2024/11/15,negatif
"Isu Ketahanan Pangan, BUMN Ini Bikin Ekosistem Komoditas","isu ketahanan pangan , BUMN ini bikin ekosistem komoditas",2024/08/16,netral
"Sampoerna (HMSP) Cetak Laba Bersih Rp 3,3 Triliun di Semester I-2024",sampoerna ( HMSP ) cetak laba bersih rp 3.3 triliun di semester I-2024,2024/07/29,positif
"Sabda Powell Bikin Kripto Full Senyum, Bitcoin Cs Melejit","sabda powell bikin kripto full senyum , bitcoin cs melejit",2024/08/24,positif
Alasan di Balik Amblesnya Saham Big Banks,alasan di balik amblesnya saham big banks,2025/02/10,negatif
Pasar Modal RI Himpun Dana Rp 251 Triliun Sejak Awal Tahun,pasar modal RI himpun dana rp 251 triliun sejak awal tahun,2024/12/30,positif
"Tok! BNI Sepakat Bagi Dividen Rp 13,95 T atau Setara Rp 374 per Saham",tok ! BNI sepakat bagi dividen rp 13.95 t atau setara rp 374 per saham,2025/03/26,positif
"Bidik Rp107,8 T, BUMA Perpanjang Kontrak dengan Grup Bayan","bidik rp 107.8T , BUMA perpanjang kontrak dengan grup bayan",2024/10/28,positif
"Termasuk Investree, Bos OJK Janji Tindak Tegas Pinjol Nakal","termasuk investree , bos OJK janji tindak tegas pinjol nakal",2024/11/12,netral
"Bank CIMB Niaga (BNGA) Kantongi Laba Rp6,8 T Sepanjang 2024",bank CIMB niaga ( BNGA ) kantongi laba rp 6.8 t sepanjang 2024,2025/02/20,positif
"3 Pinjol Ditutup, Ini Daftar Terbaru 98 P2P Lending Berizin OJK","3 pinjol ditutup , ini daftar terbaru 98 P2P lending berizin OJK",2024/08/13,netral
DPR Dorong Aset Bentjok Cs Dipakai Buat Bayar Pensiunan Jiwasraya,DPR dorong aset bentjok cs dipakai buat bayar pensiunan jiwasraya,2025/02/06,netral
"IHSG Menguat Dua Hari Beruntun, Asing Terciduk Borong Saham Ini","IHSG menguat dua hari beruntun , asing terciduk borong saham ini",2024/09/25,positif
"BI Tahan Suku Bunga, Dolar Stagnan di Rp 15.990","BI tahan suku bunga , dolar stagnan di rp 15.990",2024/05/22,netral
"Tolak Tawaran Rp 372 T dari Google, Perusahaan Ini Pilih Cari Dana IPO","tolak tawaran rp 372 t dari google , perusahaan ini pilih cari dana IPO",2024/07/23,netral
Debt Collector Pinjol Datang ke Rumah? Ini Langkah Mengatasinya,debt collector pinjol datang ke rumah ? ini langkah mengatasinya,2024/08/22,netral
"RUPS BRI (BBRI) 24 Maret, Ini Bocoran Agendanya","RUPS BRI ( BBRI ) 24 maret , ini bocoran agendanya",2025/03/03,netral
