judul,text,tanggal,sentimen
"Terungkap, Ternyata Ini yang Bikin Laba Tugu Insurance (TUGU) Naik 68%","terungkap , ternyata ini yang bikin laba tugu insurance ( TUGU ) naik 68%",2024/08/22,positif
"Terkuak, Ini Pentingnya Inovasi Digital Bagi Perusahaan Jasa Keuangan","terkuak , ini pentingnya inovasi digital bagi perusahaan jasa keuangan",2024/09/02,netral
"Ngemplang Kredit Rp1,5 T, Ted Sioeng Malah Gugat Mayapada Rp1 T","ngemplang kredit rp 1.5T , ted sioeng malah gugat mayapada rp 1 t",2024/12/13,negatif
"Single Stock Futures Meluncur, Cek Daftar Saham, Kelebihan dan Caranya","single stock futures meluncur , cek daftar saham , kelebihan dan caranya",2024/03/15,netral
"Jelang Pemilu AS, Bursa Asia Pasifik Bergerak Variatif!","jelang pemilu AS , bursa asia pasifik bergerak variatif !",2024/11/05,netral
Kejagung Sita Lagi 2 Mobil Mewah Milik Suami Sandra Dewi,kejagung sita lagi 2 mobil mewah milik suami sandra dewi,2024/04/19,negatif
"Cerita ART Nekat Pakai Gaji Buat Beli Saham, Tak Disangka Malah...","cerita ART nekat pakai gaji buat beli saham , tak disangka malah . . .",2024/05/04,netral
"Kalah Lawan RI, Perusahaan Tambang Terbesar Dunia Setop Produksi Nikel","kalah lawan RI , perusahaan tambang terbesar dunia setop produksi nikel",2024/07/11,negatif
"Bukti Warga RI Mulai Tinggalkan ATM, Transaksi QRIS Lompat 226%","bukti warga RI mulai tinggalkan ATM , transaksi QRIS lompat 226%",2024/07/17,netral
"PHK 624 Orang, Bos OJK Minta AJB Bumiputera Penuhi Hak Pegawai","PHK 624 orang , bos OJK minta AJB bumiputera penuhi hak pegawai",2025/03/14,negatif
"Cara Agar Hidup Aman Tanpa Teror Pinjol, Lakukan Langkah Ini Segera","cara agar hidup aman tanpa teror pinjol , lakukan langkah ini segera",2025/03/16,netral
"Dongkrak Pendapatan, HATM Siapkan Sejumlah Strategi!","dongkrak pendapatan , HATM siapkan sejumlah strategi !",2024/10/17,positif
"MK Putuskan LPS Lembaga Independen, Bebas dari Intervensi","MK putuskan LPS lembaga independen , bebas dari intervensi",2025/01/16,netral
OJK Sebut The Fed Masih Bingung Arah Soal Suku Bunga,OJK sebut the fed masih bingung arah soal suku bunga,2024/03/18,netral
"Bahlil Sebut Sosok Ini Mau Jual Negara, Sindir Tom Lembong?","bahlil sebut sosok ini mau jual negara , sindir tom lembong ?",2024/02/03,netral
Bank Mandiri Jadi Top Big Bank RI Dengan Kualitas Aset Terbaik,bank mandiri jadi top big bank RI dengan kualitas aset terbaik,2024/05/27,positif
Begini Modus Suap IPO Bernilai Rp 20 miliar di Bursa Efek Indonesia,begini modus suap IPO bernilai rp 20 miliar di bursa efek indonesia,2024/08/27,netral
Sri Mulyani Apresiasi Upaya BRI dalam Pemberdayaan UMKM,sri mulyani apresiasi upaya BRI dalam pemberdayaan UMKM,2025/01/31,positif
Bursa Asia Dibuka Anjlok Terseret Nasdaq yang Ambruk 2% Lebih,bursa asia dibuka anjlok terseret nasdaq yang ambruk 2% lebih,2024/07/18,negatif
"2023, MSIG Life Cairkan Klaim Kesehatan dan Kematian Rp 608 M","2023 , MSIG life cairkan klaim kesehatan dan kematian rp 608 m",2024/02/26,positif
"Alert! Bursa Asia Dibuka Kebakaran, Nikkei Gagal Cetak Rekor Lagi","alert ! bursa asia dibuka kebakaran , nikkei gagal cetak rekor lagi",2024/01/16,negatif
"Merdeka Copper (MDKA) Temukan Sumber Daya Baru, Tembus 755 Juta Ton!","merdeka copper ( MDKA ) temukan sumber daya baru , tembus 755 juta ton !",2024/03/28,positif
Ini Dia! Ratu Judi Dunia Asal Israel yang Hartanya Rp521 T,ini dia ! ratu judi dunia asal israel yang hartanya rp 521 t,2025/02/02,netral
"Prabowo-Gibran Dilantik Bulan Depan, Periode Wait & See Berakhir","prabowo-gibran dilantik bulan depan , periode wait see berakhir",2024/09/26,netral
"Sritex Pailit dan Punya Utang di 28 Bank, Paling Banyak di BCA (BBCA)","sritex pailit dan punya utang di 28 bank , paling banyak di BCA ( BBCA )",2024/10/25,negatif
"IHSG Bergairah Lagi, Balik ke Level 7.300 Ditopang Kinerja Saham BMRI","IHSG bergairah lagi , balik ke level 7.300 ditopang kinerja saham BMRI",2024/08/13,positif
"Baru Umur 20-an, Harta Anak Haji Isam Lenyap Rp 4,82 T karena Ini","baru umur 20-an , harta anak haji isam lenyap rp 4.82 t karena ini",2024/04/07,negatif
Indofarma (INAF) Buka Suara Soal 3 Eks Pejabat Jadi Tersangka Korupsi,indofarma ( INAF ) buka suara soal 3 eks pejabat jadi tersangka korupsi,2024/09/23,netral
Waskita Karya (WSKT) Fokus Sehatkan Kinerja Keuangan,waskita karya ( WSKT ) fokus sehatkan kinerja keuangan,2024/05/22,positif
"Trump Dukung Kripto, Bitcoin Langsung Loyo","trump dukung kripto , bitcoin langsung loyo",2024/07/28,negatif
"Jelang Lebaran Timur Tengah Tegang, Harga Minyak Mentah AS Merosot","jelang lebaran timur tengah tegang , harga minyak mentah AS merosot",2024/04/08,negatif
Daftar 10 Bank RI Cetak Laba Terbesar Sepanjang Semester I-2024,daftar 10 bank RI cetak laba terbesar sepanjang semester I-2024,2024/08/31,netral
BRI Buka Suara Soal UU BUMN dan Pembentukan Danantara,BRI buka suara soal UU BUMN dan pembentukan danantara,2025/02/12,netral
"Sempat Rp16.430, Dolar AS Sudah Balik Lagi ke Rp16.280","sempat rp 16.430 , dolar AS sudah balik lagi ke rp 16.280",2025/02/05,positif
"Trump Picu Ketidakpastian, Dolar Dibuka Naik ke Rp16.590","trump picu ketidakpastian , dolar dibuka naik ke rp 16.590",2025/03/27,negatif
"Belum Tutup Tahun, Penyaluran KUR 2024 Tembus Target Rp 280 Triliun","belum tutup tahun , penyaluran KUR 2024 tembus target rp 280 triliun",2024/12/24,positif
"Bitcoin Diguyur Banyak Sentimen Positif, Pasar Kripto Malah Merah","bitcoin diguyur banyak sentimen positif , pasar kripto malah merah",2024/08/19,negatif
"AS Bakal Jor-joran Tambah Utang, RI Malah Kena Getahnya!","AS bakal jor-joran tambah utang , RI malah kena getahnya !",2024/11/20,negatif
"Jelang Pengumuman Cadev, Dolar Tak Bergerak di Rp15.855/US$","jelang pengumuman cadev , dolar tak bergerak di rp 15.855us",2024/12/06,positif
"Profil Pemilik Bakmi GM, Calon Penerima Uang Rp2,1 Triliun dari Djarum","profil pemilik bakmi GM , calon penerima uang rp 2.1 triliun dari djarum",2024/12/11,netral
"Rukun Raharja (RAJA) Kasih Kredit Rp111,84 M ke Pengelola Blok Cepu",rukun raharja ( RAJA ) kasih kredit rp 111.84 m ke pengelola blok cepu,2025/01/10,positif
"Angkasa Pura I & II Merger, Jadi Operator Bandara Terbesar ke-5 Dunia","angkasa pura i II merger , jadi operator bandara terbesar ke-5 dunia",2024/09/09,positif
"PPN 12% dan Dolar AS Makin Mahal, Bankir Kompak Bilang Gini","PPN 12% dan dolar AS makin mahal , bankir kompak bilang gini",2024/12/20,negatif
"ADB Ungkap UMKM Bisa Jadi Kekuatan Ekonomi, Ini Syaratnya","ADB ungkap UMKM bisa jadi kekuatan ekonomi , ini syaratnya",2025/01/30,positif
"Perkara Mimpi, Raja Rokok RI Rela Ganti Nama Perusahaan","perkara mimpi , raja rokok RI rela ganti nama perusahaan",2024/05/01,netral
"OJK Kejar Bos Pinjol Bangkrut di LN, Minta Bantu Interpol-Cabut Paspor","OJK kejar bos pinjol bangkrut di LN , minta bantu interpol-cabut paspor",2025/02/04,negatif
"Laba Asuransi Umum Anjlok 197,8%, Ini Penyebabnya","laba asuransi umum anjlok 197.8% , ini penyebabnya",2025/03/05,negatif
"Pegadaian Prediksi Harga Emas Sentuh Harga Tertinggi Rp 1,5 Juta",pegadaian prediksi harga emas sentuh harga tertinggi rp 1.5 juta,2024/08/06,netral
"IHSG Ambruk 3,74%! Ini Pandangan Analisis",IHSG ambruk 3.74% ! ini pandangan analisis,2024/08/05,negatif
IHSG Melesat 1% Saat RI Alami Deflasi 5 Bulan Beruntun,IHSG melesat 1% saat RI alami deflasi 5 bulan beruntun,2024/10/01,positif
"CIMB Niaga Buyback 202.000 Saham, Ini Waktu Pembeliannya","CIMB niaga buyback 202.000 saham , ini waktu pembeliannya",2024/02/20,positif
Waskita Teken 5 Akta Restrukturisasi Utang dengan 15 Bank Kreditur,waskita teken 5 akta restrukturisasi utang dengan 15 bank kreditur,2024/10/22,netral
"Panasnya Politik & Demo Bikin Investor Takut, Rupiah Langsung Anjlok!","panasnya politik demo bikin investor takut , rupiah langsung anjlok !",2024/08/22,negatif
"2 Hari Beruntun IHSG Tiba-tiba Menguat & Ditutup Hijau, Ada Apa?","2 hari beruntun IHSG tiba-tiba menguat ditutup hijau , ada apa ?",2024/01/23,positif
Bank Mandiri Aktif dalam Perdagangan Karbon Internasional,bank mandiri aktif dalam perdagangan karbon internasional,2025/02/10,positif
"Awal Pekan Genting: Rupiah Menguat Tipis, Dolar ke Rp 16.330","awal pekan genting : rupiah menguat tipis , dolar ke rp 16.330",2025/03/17,positif
"Harga Saham Meroket, BEI Gembok Saham ARGO, JMAS dan NICK","harga saham meroket , BEI gembok saham ARGO , JMAS dan NICK",2024/08/20,negatif
Menko Airlangga Pastikan DHE yang Jadi Agunan Dikecualikan dari BMPK,menko airlangga pastikan DHE yang jadi agunan dikecualikan dari BMPK,2025/02/17,netral
CEO Investree Adrian Gunadi Jadi Buronan Polisi,CEO investree adrian gunadi jadi buronan polisi,2024/12/20,negatif
"Bulog Angkat Sudaryono Jadi Dewan Pengawas, Prihasto Jadi Direktur","bulog angkat sudaryono jadi dewan pengawas , prihasto jadi direktur",2025/02/06,netral
Market Wajib Tahu! Bos BRI Blak-Blakan Tantangan 2024,market wajib tahu ! bos BRI blak-blakan tantangan 2024,2024/02/15,netral
Perang Likuiditas Makin Sengit! Bank Ini Bakal Jadi Korban,perang likuiditas makin sengit ! bank ini bakal jadi korban,2025/02/18,negatif
"11 Sekuritas Rekomendasikan Buy Saham BNI (BBNI), Segini Targetnya","11 sekuritas rekomendasikan buy saham BNI ( bbni ) , segini targetnya",2024/09/18,positif
"Kualitas Aset Terus Membaik, KB Bank Siap Turnaround di 2025","kualitas aset terus membaik , KB bank siap turnaround di 2025",2024/12/20,positif
"Sosok Bos Alfamart dan Indomaret, Siapa Lebih Tajir?","sosok bos alfamart dan indomaret , siapa lebih tajir ?",2024/08/11,netral
"Timur Tengah Panas, Harga Minyak Setuh Rekor Kenaikan Tertinggi","timur tengah panas , harga minyak setuh rekor kenaikan tertinggi",2024/10/09,negatif
Rosan Umumkan Daftar Lengkap Dewan Pengawas Danantara,rosan umumkan daftar lengkap dewan pengawas danantara,2025/03/24,netral
Ini Dia Saham Buruan Asing Saat IHSG Balik Lagi ke 7.400,ini dia saham buruan asing saat IHSG balik lagi ke 7.400,2024/12/10,positif
"Awasi Bank, OJK Teken Kerja Sama dengan Otoritas Moneter Hong Kong","awasi bank , OJK teken kerja sama dengan otoritas moneter hong kong",2024/08/13,positif
"Breaking! Rupiah Ambles Setelah Serangan Iran, Dolar Tembus Rp15.280","breaking ! rupiah ambles setelah serangan iran , dolar tembus rp 15.280",2024/10/02,negatif
"Sederet Upaya Harita (NCKL) Tangani Limbah, ini Daftarnya","sederet upaya harita ( NCKL ) tangani limbah , ini daftarnya",2024/05/29,netral
"Penjualan Mobil Suram, NPF Multifinance Naik","penjualan mobil suram , NPF multifinance naik",2024/05/13,negatif
"Dolar AS Dorong Rupiah ke Jurang, Sentuh Level Rp 15.990","dolar AS dorong rupiah ke jurang , sentuh level rp 15.990",2024/12/13,negatif
Emiten Ini Bisa Diuntungkan dari Penjualan Aset Fiber Link Net!,emiten ini bisa diuntungkan dari penjualan aset fiber link net !,2024/09/25,positif
Emiten Prajogo Pangestu Buka-Bukaan Isu Pipa Gas Bocor di Cilegon,emiten prajogo pangestu buka-bukaan isu pipa gas bocor di cilegon,2024/01/23,netral
"Wall Street Tumbang: Indeks Nasdaq Ambles 2%, S&P500 Anjlok 1%","wall street tumbang : indeks nasdaq ambles 2% , SP500 anjlok 1%",2024/07/17,negatif
"Dolar AS Nanjak Lagi, Rupiah Rawan Melemah!","dolar AS nanjak lagi , rupiah rawan melemah !",2024/09/04,negatif
"Baru 6 Bulan Jadi Dirut Muamalat, Ini Alasan Hery Syafril Dicopot","baru 6 bulan jadi dirut muamalat , ini alasan hery syafril dicopot",2024/12/11,netral
"Dana IPO BREN Sudah Habis, Ternyata Dipakai Buat Ini","dana IPO BREN sudah habis , ternyata dipakai buat ini",2024/07/16,netral
"Banyak Kabar Genting dari AS: Rupiah Melemah Tipis, Dolar ke Rp 16.295","banyak kabar genting dari AS : rupiah melemah tipis , dolar ke rp 16.295",2025/03/10,negatif
"Dulu Calo Tiket, Pria Ini Sukses Jadi Bos Maskapai Murah Indonesia","dulu calo tiket , pria ini sukses jadi bos maskapai murah indonesia",2024/05/26,netral
"IHSG Dibuka Koreksi Tipis, Bertahan di 7.300-an","IHSG dibuka koreksi tipis , bertahan di 7300-an",2024/12/13,negatif
"BI Gratiskan Biaya QRIS untuk Merchant di RS, Transportasi, & Wisata","BI gratiskan biaya QRIS untuk merchant di RS , transportasi , wisata",2025/02/19,netral
"Entitas Grup Emtek Borong Saham Bukalapak Rp 1,34 T, Harga Diskon","entitas grup emtek borong saham bukalapak rp 1.34 T , harga diskon",2025/02/26,positif
"Dana Asing Keluar Rp 10 T dari RI, Dolar AS Naik ke Rp 15.720","dana asing keluar rp 10 t dari RI , dolar AS naik ke rp 15.720",2024/11/12,negatif
Bos Emiten Tambang Emas (AMMN) Alexander Ramlie Borong Saham Rp13 M,bos emiten tambang emas ( AMMN ) alexander ramlie borong saham rp 13 m,2024/11/28,positif
"Bos Bank Swasta Terbesar RI Jadi Korban, Waspada Penipuan WhatsApp","bos bank swasta terbesar RI jadi korban , waspada penipuan whatsapp",2025/02/17,negatif
"Skor ESG di S&P Naik, BRI Pimpin Keberlanjutan di Sektor Perbankan","skor ESG di SP naik , BRI pimpin keberlanjutan di sektor perbankan",2024/11/11,positif
"Terusir dari China, Sosok Ini Malah Jadi Crazy Rich Surabaya","terusir dari china , sosok ini malah jadi crazy rich surabaya",2024/11/09,netral
Investor Harus Lakukan Apa Kala Pasar Bergejolak? Ini Tipsnya,investor harus lakukan apa kala pasar bergejolak ? ini tipsnya,2024/08/15,netral
"15 Tahun Berlalu Korban Penipuan Rp 110 T Terima Ganti Rugi, Tapi...","15 tahun berlalu korban penipuan rp 110 t terima ganti rugi , tapi . . .",2024/10/09,negatif
"IHSG Benar-Benar Loyo, Sepekan 'Merah' Membara","IHSG benar-benar loyo , sepekan merah membara",2024/01/27,negatif
Saat Bos OJK Jadi Emergency Contact dan Ditagih Tunggakan Paylater,saat bos OJK jadi emergency contact dan ditagih tunggakan paylater,2024/02/02,netral
"Lanjut Melambung Tinggi, Harga Bitcoin Cetak Rekor US$ 88.000","lanjut melambung tinggi , harga bitcoin cetak rekor US 88.000",2024/11/12,positif
"Rupiah Masih Dibayangi AS, Dolar Dibuka Naik ke Rp16.575","rupiah masih dibayangi AS , dolar dibuka naik ke rp 16.575",2025/03/25,negatif
"Dua Kali Kena Digembok Bursa, Surge (WIFI) Buka Suara","dua kali kena digembok bursa , surge ( WIFI ) buka suara",2025/02/05,negatif
Bursa Efek New York Siap Buka 22 Jam Sehari,bursa efek new york siap buka 22 jam sehari,2024/10/27,netral
"Cerita ART Nekat Pakai Gaji Buat Beli Saham, Tak Diduga Malah...","cerita ART nekat pakai gaji buat beli saham , tak diduga malah . . .",2024/09/26,netral
"BP Mau Lego Bisnis Energi Hijau di AS Rp 31 Triliun, Ada Apa?","BP mau lego bisnis energi hijau di AS rp 31 triliun , ada apa ?",2024/09/17,negatif
"Jadi Bos Danantara, Pandu Sjahrir Pamit Mundur dari TOBA","jadi bos danantara , pandu sjahrir pamit mundur dari TOBA",2025/03/10,netral
99% Rekening Nasabah Bank dan BPR Sudah Dijamin LPS,99% rekening nasabah bank dan BPR sudah dijamin LPS,2024/10/18,netral
"Bank di Purworejo Ditutup OJK, Jadi yang Kelima Tahun Ini","bank di purworejo ditutup OJK , jadi yang kelima tahun ini",2024/02/20,negatif
"Gara-Gara OPEC+, Harga Minyak Makin Mendidih Habis Naik Nyaris 3%!","gara-gara OPEC , harga minyak makin mendidih habis naik nyaris 3% !",2024/11/05,negatif
"IHSG Balik Merana, Saham Perbankan Jumbo Biang Keroknya","IHSG balik merana , saham perbankan jumbo biang keroknya",2024/12/02,negatif
Awas Bank Tolak Kasih Kredit Gegara Keseringan Main Medsos,awas bank tolak kasih kredit gegara keseringan main medsos,2024/11/16,netral
"Beli Emas 15 Kg Pakai Uang Tunai, Wanita Ini Dikritik Habis-habisan","beli emas 15 kg pakai uang tunai , wanita ini dikritik habis-habisan",2025/03/31,netral
"Dari Rumah Bedeng Bawah Jembatan, Sosok Ini Sukses Jadi Raja Rokok RI","dari rumah bedeng bawah jembatan , sosok ini sukses jadi raja rokok RI",2024/07/17,netral
Bos OJK: Pemilu Momentum Lembaga Keuangan Lari Cepat hingga Akhir 2024,bos OJK : pemilu momentum lembaga keuangan lari cepat hingga akhir 2024,2024/02/20,positif
Begini Hasil 'Empat Mata' Bos BI & Sri Mulyani Soal Rencana Utang 2025,begini hasil empat mata bos BI sri mulyani soal rencana utang 2025,2024/12/18,netral
"Pendapatan BRMS Terbang 231% di Q3 2024 Jadi US$ 108,4 Juta",pendapatan BRMS terbang 231% di Q3 2024 jadi US 108.4 juta,2024/12/02,positif
"Sandiaga Uno Yakin Fundamental Ekonomi RI Baik, IHSG Siap Bangkit","sandiaga uno yakin fundamental ekonomi RI baik , IHSG siap bangkit",2025/03/20,positif
"OJK Terima 262.837 Aduan, Paling Banyak dari Sektor Perbankan","OJK terima 262.837 aduan , paling banyak dari sektor perbankan",2024/09/09,negatif
Beli Rumah & Kendaraan DP 0% Berlaku Sampai Desember 2025,beli rumah kendaraan DP 0% berlaku sampai desember 2025,2024/10/24,netral
3 Fakta Waran Smartfren (FREN) yang Bikin Heboh,3 fakta waran smartfren ( FREN ) yang bikin heboh,2025/01/31,netral
"Tutup Nyaris 1.000 Kantor Cabang, BRI Pilih Andalkan Warung Kelontong","tutup nyaris 1.000 kantor cabang , BRI pilih andalkan warung kelontong",2025/02/02,netral
"IHSG Menguat Lagi, 5 Saham Ini yang Topang","IHSG menguat lagi , 5 saham ini yang topang",2024/07/02,positif
"Saham INPC Terbang 276%, Ini Gurita Bisnis Tommy Winata","saham INPC terbang 276% , ini gurita bisnis tommy winata",2024/11/25,positif
"Harta Karun Rp 15 Triliun Disita Pemerintah, Penemunya Hidup Melarat","harta karun rp 15 triliun disita pemerintah , penemunya hidup melarat",2025/03/09,negatif
"Rosan Tegaskan Sumber Uang Danantara dari Dividen, Buka Opex BUMN","rosan tegaskan sumber uang danantara dari dividen , buka opex BUMN",2025/02/26,netral
"Ada Pegadaian & BSI, Erick Thohir Ajak Pekerja Migran RI Nabung Emas","ada pegadaian BSI , erick thohir ajak pekerja migran RI nabung emas",2025/02/19,netral
Pekerja Migran RI Ungkap Tips Cuan Pakai Aplikasi Livin' by Mandiri,pekerja migran RI ungkap tips cuan pakai aplikasi livin by mandiri,2024/06/23,netral
"Tekanan Jual Asing Belum Reda, BBCA Banyak Dilepas","tekanan jual asing belum reda , BBCA banyak dilepas",2025/02/27,negatif
"Timur Tengah Memanas, Harga Minyak Malah Balik Loyo","timur tengah memanas , harga minyak malah balik loyo",2024/12/10,negatif
"Teratas di Industri Keuangan, BRI Jadi Bank Terbesar Versi Ini","teratas di industri keuangan , BRI jadi bank terbesar versi ini",2024/08/19,positif
"OJK Cabut Izin Usaha 15 Bank, Ini Biang Keroknya!","OJK cabut izin usaha 15 bank , ini biang keroknya !",2024/10/13,negatif
"2023, Okupansi Mall Meroket 88%! Ini Penyebabnya","2023 , okupansi mall meroket 88% ! ini penyebabnya",2024/02/28,positif
"Kinerja Fundamental Solid, BRI Optimis Tumbuh Berkelanjutan","kinerja fundamental solid , BRI optimis tumbuh berkelanjutan",2025/02/05,positif
"Rupiah Lanjut Menguat, Dolar AS Turun ke Rp 15.855","rupiah lanjut menguat , dolar AS turun ke rp 15.855",2024/12/05,positif
"Beli di Premium, Tencent Lego 251,66 Juta Saham FILM di Harga Diskon","beli di premium , tencent lego 251.66 juta saham FILM di harga diskon",2024/11/22,netral
"OJK Mau Bikin Anti Scam Center, Apa Itu?","OJK mau bikin anti scam center , apa itu ?",2024/08/02,netral
"Harga Saham Naik Tajam, BEI Gembok Perdagangan DCII, INET, IKAN, BESS","harga saham naik tajam , BEI gembok perdagangan DCII , INET , IKAN , BESS",2025/02/25,negatif
Bos BI Bocorkan 'Peta Jalan' Penerapan Rupiah Digital,bos BI bocorkan peta jalan penerapan rupiah digital,2024/07/29,netral
"Harga Minyak Mendingin, WTI Bertahan di US$ 66,7 per Barel","harga minyak mendingin , WTI bertahan di US 66.7 per barel",2025/03/06,positif
"Gokil! Brand Value BRI Meroket 30% Jadi USD 11,25 Miliar",gokil ! brand value BRI meroket 30% jadi USD 11.25 miliar,2024/08/03,positif
Tok! OJK Sahkan BTPN Jadi Bank Kustodian,tok ! OJK sahkan BTPN jadi bank kustodian,2024/05/27,netral
"IHSG Sudah Tipis Dekati 7.300, Saham Ini Malah Dibuang Asing","IHSG sudah tipis dekati 7.300 , saham ini malah dibuang asing",2024/08/13,negatif
"Bukti Kelas Menengah RI Makin Susah, Terlihat dari QRIS","bukti kelas menengah RI makin susah , terlihat dari QRIS",2024/12/10,negatif
"Resmi Melantai di Bursa, Saham Brigit Biofarmaka (OBAT) Dibuka Hijau","resmi melantai di bursa , saham brigit biofarmaka ( OBAT ) dibuka hijau",2025/01/13,positif
"Bank Muamalat Molor Listing 2 Tahun, OJK Bakal Sanksi?","bank muamalat molor listing 2 tahun , OJK bakal sanksi ?",2025/01/24,negatif
"Kenaikannya Gak Wajar, Bursa Pantau Ketat Saham CRSN dan BESS","kenaikannya gak wajar , bursa pantau ketat saham CRSN dan BESS",2024/10/15,negatif
"IHSG Dibuka Menguat Terbatas, Masih Galau di Level 7.000","IHSG dibuka menguat terbatas , masih galau di level 7.000",2025/01/07,positif
"Ada GOTO, Ini 10 Saham yang Diam-Diam Dikoleksi Asing","ada GOTO , ini 10 saham yang diam-diam dikoleksi asing",2024/09/27,netral
"Profil Rajeev Sethi, Calon Bos XLSmart","profil rajeev sethi , calon bos xlsmart",2025/01/13,netral
"OJK Beberkan Kabar Terbaru Investree, KoinP2P, iGrow","OJK beberkan kabar terbaru investree , koinp2p , igrow",2025/02/18,netral
"Toyota Alphard Menteri Mau Diganti Maung, Ini Kata Pindad","toyota alphard menteri mau diganti maung , ini kata pindad",2024/10/28,netral
"Gonjang Ganjing Emiten Ritel: Matahari Tutup Toko, BATA Tutup Pabrik","gonjang ganjing emiten ritel : matahari tutup toko , BATA tutup pabrik",2024/12/31,negatif
Alasan Low Tuck Kwong Hibah Saham BYAN Rp 122 Triliun ke Anaknya,alasan low tuck kwong hibah saham BYAN rp 122 triliun ke anaknya,2024/09/04,netral
"Ruang Penurunan BI Rate Terbuka, Gubernur BI: Sabar Dulu Dong!","ruang penurunan BI rate terbuka , gubernur BI : sabar dulu dong !",2025/03/19,netral
"Saham Bank Jumbo Koreksi, IHSG Ditutup Merah","saham bank jumbo koreksi , IHSG ditutup merah",2024/07/23,negatif
"Jadi Bos Besar di Usia 20-an, Segini Kekayaan Anak Haji Isam","jadi bos besar di usia 20-an , segini kekayaan anak haji isam",2025/03/16,netral
"Mirip Saham, Investor Kripto Nanti Bakal Punya SID","mirip saham , investor kripto nanti bakal punya SID",2025/01/14,netral
PR Besar Proyek Hilirisasi Bumi Resources (BUMI),PR besar proyek hilirisasi bumi resources ( BUMI ),2024/10/16,netral
"IHSG Mulai Bangkit, Kini Gantian Rupiah Tumbang","IHSG mulai bangkit , kini gantian rupiah tumbang",2025/03/25,negatif
"BI, BEI, KPEI & 8 Bank Bersatu Kembangkan Central Counterparty","BI , BEI , KPEI 8 bank bersatu kembangkan central counterparty",2024/08/12,positif
"Bakal Ada Aturan Baru Soal Asuransi Kesehatan dari OJK, Ini Bocorannya","bakal ada aturan baru soal asuransi kesehatan dari OJK , ini bocorannya",2025/02/27,netral
"Laba Bersih Astra Financial Naik 12%, Ini Penopangnya","laba bersih astra financial naik 12% , ini penopangnya",2024/07/02,positif
OJK Punya Senjata Baru Buat Cegah Fraud di BPR,OJK punya senjata baru buat cegah fraud di BPR,2024/07/16,positif
"84 Calon Emiten Antre IPO, Incar Dana Rp 11,58 Triliun","84 calon emiten antre IPO , incar dana rp 11.58 triliun",2024/08/06,positif
Starbucks Umumkan Rencana PHK Karyawan,starbucks umumkan rencana PHK karyawan,2025/01/21,negatif
"OJK Bekukan 1.001 Entitas Ilegal, 850 Ternyata Pinjol Ilegal","OJK bekukan 1.001 entitas ilegal , 850 ternyata pinjol ilegal",2024/08/19,negatif
"Wall Street Dibuka Lesu Lagi, Dow Jones Lagi-Lagi Paling Parah","wall street dibuka lesu lagi , dow jones lagi-lagi paling parah",2024/05/30,negatif
OJK Bantah Terlibat Kasus Suap IPO di Bursa Efek Indonesia,OJK bantah terlibat kasus suap IPO di bursa efek indonesia,2024/08/27,netral
"Wamen Tiko Beri Bocoran BUMN Ini Bakal Segera Digabung, Ini Sektornya","wamen tiko beri bocoran BUMN ini bakal segera digabung , ini sektornya",2024/12/27,netral
"Ada Demo Besar-besaran, IHSG Dibuka Jeblok","ada demo besar-besaran , IHSG dibuka jeblok",2024/08/22,negatif
Bursa Asia Mayoritas Berada di Zona Merah Pagi Ini,bursa asia mayoritas berada di zona merah pagi ini,2025/02/14,negatif
"Rupiah Keok Lagi Pasca Rilis BI Rate, Dolar Naik ke Rp 16.085","rupiah keok lagi pasca rilis BI rate , dolar naik ke rp 16.085",2024/12/18,negatif
"Jelang Pergantian Direksi BRI (BBRI), Ini Nama-Nama Calon Kuatnya","jelang pergantian direksi BRI ( bbri ) , ini nama-nama calon kuatnya",2025/03/24,netral
KB Finansia Multi Finance Terbitkan Obligasi Rp 394 Miliar,KB finansia multi finance terbitkan obligasi rp 394 miliar,2024/12/23,positif
"Rupiah Kembali Tertekan, Dolar AS Naik ke Rp 15.675","rupiah kembali tertekan , dolar AS naik ke rp 15.675",2024/11/11,negatif
Breaking News! BI Rate Dipangkas Jadi 6%,breaking news ! BI rate dipangkas jadi 6%,2024/09/18,positif
"Jadwal Operasional BCA, Mandiri, BNI, BRI Libur Waisak 23-24 Mei 2024","jadwal operasional BCA , mandiri , BNI , BRI libur waisak 23-24 mei 2024",2024/05/21,netral
"BTN Syariah Bukukan Kenaikan Laba 33,6% di Q3 2024",BTN syariah bukukan kenaikan laba 33.6% di Q3 2024,2024/11/28,positif
Segini Uang Pensiun Jokowi Usai 10 Tahun Jadi Presiden RI,segini uang pensiun jokowi usai 10 tahun jadi presiden RI,2024/04/06,netral
Pengadilan Cabut Permohonan PKPU Atas Waskita (WSKT),pengadilan cabut permohonan PKPU atas waskita ( WSKT ),2025/02/18,netral
Investor Lebih Was-was Sri Mulyani Cs Mundur Ketimbang Jokowi Kampanye,investor lebih was-was sri mulyani cs mundur ketimbang jokowi kampanye,2024/01/29,netral
"Saham Naik 60% Sepekan, Bos Asuransi MSIG (LIFE) Bilang Gini","saham naik 60% sepekan , bos asuransi MSIG ( LIFE ) bilang gini",2024/09/20,positif
"Laba Emiten Golf Anak Tommy Soeharto Anjlok 42,01%, Ini Penyebabnya","laba emiten golf anak tommy soeharto anjlok 42.01% , ini penyebabnya",2024/09/02,negatif
