judul,text,tanggal,sentimen
"Daya Beli Masyarakat Turun, XL Axiata (EXCL) Keluarin Jurus Ini","daya beli masyarakat turun , XL axiata ( EXCL ) keluarin jurus ini",2024/06/05,negatif
"Israel Tolak Tawaran Gencatan Senjata, Harga Minyak Dunia Jadi Begini","israel tolak tawaran gencatan senjata , harga minyak dunia jadi begini",2024/02/09,negatif
"IHSG Balik Merana, Bank Raksasa Jadi Biang Kerok Lagi","IHSG balik merana , bank raksasa jadi biang kerok lagi",2024/12/18,negatif
"Breaking: Budi Said Tersangka Penipuan Emas Antam, Ditahan Kejagung","breaking : budi said tersangka penipuan emas antam , ditahan kejagung",2024/01/18,negatif
Ini Bocoran Saham yang Paling Royal Bagi-Bagi Dividen,ini bocoran saham yang paling royal bagi-bagi dividen,2024/08/13,netral
"Dana Pihak Ketiga BRI Tumbuh 11,61%, Ditopang Dana Murah","dana pihak ketiga BRI tumbuh 11.61% , ditopang dana murah",2024/07/25,positif
"Genjot Ekonomi, Penasihat Prabowo Minta BI Rate Terus Turun!","genjot ekonomi , penasihat prabowo minta BI rate terus turun !",2024/09/25,netral
"Baru 4 Sekuritas Terlibat, BEI Mau Gratiskan Biaya Transaksi Waran","baru 4 sekuritas terlibat , BEI mau gratiskan biaya transaksi waran",2024/07/03,positif
Mantap! Direksi BRI Kompak Borong Saham BBRI,mantap ! direksi BRI kompak borong saham BBRI,2024/06/12,positif
Bos Garuda Beri Sinyal Tiket Pesawat Bakal Naik Sebentar Lagi,bos garuda beri sinyal tiket pesawat bakal naik sebentar lagi,2024/11/11,netral
"Rupiah Dibuka Menguat, Dolar AS Turun ke Rp 16.150","rupiah dibuka menguat , dolar AS turun ke rp 16.150",2025/01/07,positif
OJK: Situasi 2025 Juga Tidak Lebih Mudah,OJK : situasi 2025 juga tidak lebih mudah,2025/02/11,netral
"IHSG Dibuka Rebound, Bakal Balik ke Level 7.600 Lagi?","IHSG dibuka rebound , bakal balik ke level 7.600 lagi ?",2024/10/01,positif
"Sudah Berlaku Bulan Ini, Dana Pensiun Tidak Bisa Cair Sebelum 10 Tahun","sudah berlaku bulan ini , dana pensiun tidak bisa cair sebelum 10 tahun",2024/10/23,negatif
"Jokowi Ucapkan Terima Kasih ke Bos-Bos Keuangan RI, Ini Alasannya","jokowi ucapkan terima kasih ke bos-bos keuangan RI , ini alasannya",2024/02/20,netral
"IHSG Ambruk, Asing Diam-Diam Tambah Muatan di Saham-Saham Ini","IHSG ambruk , asing diam-diam tambah muatan di saham-saham ini",2025/03/03,positif
"Bukan Cuma BTN-Muamalat, BSI Bakal Punya Saingan Lain","bukan cuma btn-muamalat , BSI bakal punya saingan lain",2024/02/28,netral
"Inflasi AS Naik Jadi 2,6%, Dolar Melonjak ke Rp 15.795","inflasi AS naik jadi 2.6% , dolar melonjak ke rp 15.795",2024/11/14,negatif
"Komitmen Dorong UMKM Naik Kelas, BRI Sukses Salurkan KUR Rp 158,6 T","komitmen dorong UMKM naik kelas , BRI sukses salurkan KUR rp 158.6 t",2024/11/22,positif
Prudential Buka Suara Soal Tuduhan Tunggakan Klaim Rp 20 M di Medan,prudential buka suara soal tuduhan tunggakan klaim rp 20 m di medan,2024/11/06,negatif
Ini Daftar Pemilik Tol Trans Jawa Usai Grup Salim Caplok 35% Saham,ini daftar pemilik tol trans jawa usai grup salim caplok 35% saham,2024/09/28,netral
"IHSG Masih Kurang Tenaga, Asing Kompak Borong Saham Ini","IHSG masih kurang tenaga , asing kompak borong saham ini",2025/01/10,positif
"IHSG Dibuka Galau, Pesta Pora Pasar Saham Sudah Berakhir?","IHSG dibuka galau , pesta pora pasar saham sudah berakhir ?",2024/10/22,negatif
WIKA Buka-bukaan Persiapan Jelang Merger dengan PTPP,WIKA buka-bukaan persiapan jelang merger dengan PTPP,2024/12/13,netral
"Prabowo Tiba-tiba Kumpulkan 8 Konglomerat RI, Bahas Apa?","prabowo tiba-tiba kumpulkan 8 konglomerat RI , bahas apa ?",2025/03/07,netral
"Ini Biang Kerok Kinerja Bank Lesu, Masih Jadi Momok di 2025","ini biang kerok kinerja bank lesu , masih jadi momok di 2025",2025/02/07,negatif
"Bank Bangkrut RI Tambah Lagi Jadi 19, Terbaru dari Cimahi","bank bangkrut RI tambah lagi jadi 19 , terbaru dari cimahi",2024/12/17,negatif
"Soal Nasib INA Usai Peresmian Danantara, Ini kata Erick Thohir","soal nasib INA usai peresmian danantara , ini kata erick thohir",2025/02/26,netral
Sri Mulyani: AS-Meksiko-Brazil Bayar Bunga Utang Lebih Mahal dari RI,sri mulyani : as-meksiko-brazil bayar bunga utang lebih mahal dari RI,2025/03/19,netral
Mandiri Sekuritas Proyeksikan IHSG Bisa Tembus Level 8.000,mandiri sekuritas proyeksikan IHSG bisa tembus level 8.000,2024/09/03,positif
"Jelang Pidato Powell, Rupiah Masih Potensi Volatil!","jelang pidato powell , rupiah masih potensi volatil !",2024/12/04,negatif
"Kisah Tukang Becak Kaya Mendadak, Ketiban Cuan Rp50 M dalam Semalam","kisah tukang becak kaya mendadak , ketiban cuan rp 50 m dalam semalam",2025/01/11,netral
Harga Minyak Dunia Bangkit Setelah Anjlok 3 Hari Beruntun,harga minyak dunia bangkit setelah anjlok 3 hari beruntun,2024/07/17,positif
"Miris! Gaji & THR Karyawan Indofarma Belum Dibayar, Ini Kronologinya","miris ! gaji THR karyawan indofarma belum dibayar , ini kronologinya",2024/04/08,negatif
Holdingisasi Bikin Aset BUMN Terbang,holdingisasi bikin aset BUMN terbang,2024/10/03,positif
Program 3 Juta Rumah Prabowo Bakal Dibangun di Lahan Sitaan Koruptor,program 3 juta rumah prabowo bakal dibangun di lahan sitaan koruptor,2024/11/15,netral
Rahasia Warren Buffett Tetap Jadi Orang Terkaya hingga Usia 94 Tahun,rahasia warren buffett tetap jadi orang terkaya hingga usia 94 tahun,2024/11/22,netral
"2 Operator Seluler Raksasa Resmi Merger, Nilai Transaksi Rp 300 T","2 operator seluler raksasa resmi merger , nilai transaksi rp 300 t",2024/12/05,positif
"Investor Wait & See Data Pekerjaan AS, Wall Street Dibuka Stagnan","investor wait see data pekerjaan AS , wall street dibuka stagnan",2024/12/03,netral
"Jelang Pengumuman Inflasi, Dolar Naik ke Rp15.460","jelang pengumuman inflasi , dolar naik ke rp 15.460",2024/09/02,negatif
"Dulu Raja Kain Ikon Penguasa, Sekarang Malah Karam Tertimbun Utang","dulu raja kain ikon penguasa , sekarang malah karam tertimbun utang",2024/08/12,netral
"Tren IHSG Sepekan Melemah, Meski 'Hijau' di Akhir Minggu","tren IHSG sepekan melemah , meski hijau di akhir minggu",2024/01/13,negatif
"Prabowo Tetapkan 100% DHE Wajib Simpan di RI, Berlaku 1 Maret 2025","prabowo tetapkan 100% DHE wajib simpan di RI , berlaku 1 maret 2025",2025/02/17,netral
"Dituduh Cuci Uang Ratusan Miliar, Ini Respons Mengejutkan Raffi Ahmad","dituduh cuci uang ratusan miliar , ini respons mengejutkan raffi ahmad",2024/02/05,netral
"BI Ungkap 3 Biang Kerok Pelemahan Rupiah, Dolar Tembus Rp 16.295","BI ungkap 3 biang kerok pelemahan rupiah , dolar tembus rp 16.295",2024/07/30,negatif
"Surge (WIFI) Kedatangan Investor Baru, Ada Hashim Djojohadikusumo","surge ( WIFI ) kedatangan investor baru , ada hashim djojohadikusumo",2025/01/13,positif
Bos Prudential Buka Suara Soal Kasus Tunggakan Klaim Rp 20 M,bos prudential buka suara soal kasus tunggakan klaim rp 20 m,2024/12/20,netral
"Penjualan Indomie Naik, Laba ICBP Malah Jeblok 38% Jadi Rp 3,53 T","penjualan indomie naik , laba ICBP malah jeblok 38% jadi rp 3.53 t",2024/08/01,negatif
"Asing Terciduk Lego Rp1,05 T Saham-Saham Ini Kala IHSG Menguat",asing terciduk lego rp 1.05 t saham-saham ini kala IHSG menguat,2025/02/17,negatif
"Caplok 80% Saham NETV, MD Entertainment (FILM) Minta Restu Investor","caplok 80% saham NETV , MD entertainment ( FILM ) minta restu investor",2024/09/13,positif
Bankir dan OJK Bilang Gini Soal Program Unggulan Presiden Prabowo,bankir dan OJK bilang gini soal program unggulan presiden prabowo,2024/12/08,netral
OJK dan LPS Perkuat Senjata Buat Awasi Perbankan di RI,OJK dan LPS perkuat senjata buat awasi perbankan di RI,2024/12/24,positif
Laba Bumi Resources Minerals (BRMS) Meroket 67% di Semester I-2024,laba bumi resources minerals ( BRMS ) meroket 67% di semester I-2024,2024/08/19,positif
"Ada Masanya, Jualan Es Batu Bisa Bikin Jadi Orang Terkaya","ada masanya , jualan es batu bisa bikin jadi orang terkaya",2024/09/28,netral
Kapan Kripto Diawasi OJK? Ini Bocorannya,kapan kripto diawasi OJK ? ini bocorannya,2024/01/02,netral
"AP I dan AP II Digabung, Ganti Nama Jadi Angkasa Pura Nusantara","AP i dan AP II digabung , ganti nama jadi angkasa pura nusantara",2024/07/24,netral
"Wow! Rolex hingga Jet Pribadi, Ini Harta Harvey Moeis & Dewi Sandra","wow ! rolex hingga jet pribadi , ini harta harvey moeis dewi sandra",2024/04/21,netral
"4 Tokoh Kunci Ekonomi RI Bertemu, Rupiah Melesat 1,01% Sepekan","4 tokoh kunci ekonomi RI bertemu , rupiah melesat 1.01% sepekan",2024/02/03,positif
OJK Gunakan AI Untuk Cegah Risiko Fraud,OJK gunakan AI untuk cegah risiko fraud,2024/10/01,netral
Top Gainers Pekan Lalu Banyak Saham Konglomerat RI,top gainers pekan lalu banyak saham konglomerat RI,2024/01/21,netral
"Ramalan BI: Defisit Transaksi Berjalan 0,1-0,9% PDB Akhir 2024",ramalan BI : defisit transaksi berjalan 0.1-0.9% PDB akhir 2024,2024/09/18,netral
"Semester I 2024, BTPN Syariah (BTPS) Cetak Laba Rp522 M","semester i 2024 , BTPN syariah ( BTPS ) cetak laba rp 522 m",2024/07/26,positif
Total Komoditas Wajib Parkir Dolar Hasil Ekspor di RI Capai Ribuan,total komoditas wajib parkir dolar hasil ekspor di RI capai ribuan,2025/02/28,netral
"BI Rate Sesuai Ekspektasi, Dolar Ambruk 0,49% ke Rp16.095","BI rate sesuai ekspektasi , dolar ambruk 0.49% ke rp 16.095",2024/07/17,negatif
"IHSG Dibuka Rebound, Balik Ke 7.000-an","IHSG dibuka rebound , balik ke 7000-an",2024/12/20,positif
"Ketakutan Terbesar Jokowi Terbukti, Bankir Kompak Teriak Ini","ketakutan terbesar jokowi terbukti , bankir kompak teriak ini",2024/06/29,negatif
"Buat Intip-Intip, Ini Saham Paling Cuan dan Boncos Sepekan","buat intip-intip , ini saham paling cuan dan boncos sepekan",2024/01/13,netral
"Bukti Kelas Menengah RI Makin Susah, Terlihat dari QRIS","bukti kelas menengah RI makin susah , terlihat dari QRIS",2025/02/25,negatif
"Dana Asing Banjiri Pasar Saham Asia, 3 Bulan Tembus Rp 294 T","dana asing banjiri pasar saham asia , 3 bulan tembus rp 294 t",2024/04/05,positif
KB Finansia Multi Finance Terbitkan Obligasi Rp 394 Miliar,KB finansia multi finance terbitkan obligasi rp 394 miliar,2024/12/23,positif
MUFG & Danamon (BDMN) Ingin Ada Regulasi Jual Karbon Lintas Negara,MUFG danamon ( BDMN ) ingin ada regulasi jual karbon lintas negara,2024/09/03,netral
Orang Terkaya Israel Ternyata Mesin Uangnya Ada di RI,orang terkaya israel ternyata mesin uangnya ada di RI,2024/04/10,netral
"IHSG Ambruk Jelang Long Weekend, Asing Terciduk Dekati Saham Ini","IHSG ambruk jelang long weekend , asing terciduk dekati saham ini",2025/01/30,positif
Duh! Perdagangan Bursa Karbon di RI Masih Jauh di Bawah Ekspektasi,duh ! perdagangan bursa karbon di RI masih jauh di bawah ekspektasi,2024/07/04,negatif
"RI Kini Punya Kalkulator Hijau, Bisa Buat Ajukan Kredit ke Bank","RI kini punya kalkulator hijau , bisa buat ajukan kredit ke bank",2024/10/02,netral
"Transaksi Shortsell Berlaku Hari ini tapi Belum Bisa Dipakai, Kenapa?","transaksi shortsell berlaku hari ini tapi belum bisa dipakai , kenapa ?",2024/10/03,netral
"Dua Tersangka Korupsi Timah Akan Dituntut, Kejari Sudah Pegang Bukti","dua tersangka korupsi timah akan dituntut , kejari sudah pegang bukti",2024/06/04,negatif
"Pengunjung Tembus 60 Ribu, Transaksi di BRI UMKM EXPO(RT) Capai Rp 38M","pengunjung tembus 60 ribu , transaksi di BRI UMKM expo ( rt ) capai rp 38M",2025/02/02,positif
"Tiga Tahun Berdiri, Nasabah Allo Bank Sudah Tembus 11 Juta","tiga tahun berdiri , nasabah allo bank sudah tembus 11 juta",2024/12/17,positif
OJK Bilang Gini Soal Program Unggulan Prabowo,OJK bilang gini soal program unggulan prabowo,2024/12/13,netral
"Viral Koper Airwheel Gak Bisa Masuk Kabin Pesawat, Produsen Buka Suara","viral koper airwheel gak bisa masuk kabin pesawat , produsen buka suara",2024/01/22,netral
Bos Prudential Syariah Ungkap Tren Asuransi Syariah Indonesia. Aman?,bos prudential syariah ungkap tren asuransi syariah indonesia . aman ?,2024/09/20,netral
"Tempo Scan (TSPC) Bagi Dividen Interim Rp 112,7 Miliar, Ini Jadwalnya","tempo scan ( TSPC ) bagi dividen interim rp 112.7 miliar , ini jadwalnya",2024/11/22,positif
"Pantas Penjualan Mobil Baru Lesu, Warga RI Banyak Pilih Mobil Bekas","pantas penjualan mobil baru lesu , warga RI banyak pilih mobil bekas",2024/06/10,negatif
Siapa Pemilik Kuningan City Mall? Ternyata Ini Sosoknya,siapa pemilik kuningan city mall ? ternyata ini sosoknya,2025/01/09,netral
"Jejak Chatib Basri, Eks Menkeu yang Dilantik Jadi Anggota DEN","jejak chatib basri , eks menkeu yang dilantik jadi anggota DEN",2024/11/05,netral
"Indosat (ISAT) Cetak Laba Rp 4,9 Triliun Sepanjang 2024, Melesat 9%","indosat ( ISAT ) cetak laba rp 4.9 triliun sepanjang 2024 , melesat 9%",2025/02/10,positif
"Kisah Rakesh Jhunjhunwala, Investor India Sulap Rp975.000 Jadi Rp94 T","kisah rakesh jhunjhunwala , investor india sulap rp 975.000 jadi rp 94 t",2024/10/09,netral
"Jika Didiamkan, Apakah BI Checking Atau SLIK OJK Bisa Hilang Sendiri?","jika didiamkan , apakah BI checking atau SLIK OJK bisa hilang sendiri ?",2024/09/08,netral
"Dongkrak Kinerja, BRI Genjot Segmen Korporasi","dongkrak kinerja , BRI genjot segmen korporasi",2025/01/17,positif
"5 dari 10 Orang Kaya RI Mau Kerja di Usia Pensiun, Ini Alasannya","5 dari 10 orang kaya RI mau kerja di usia pensiun , ini alasannya",2024/11/07,netral
"Trump Ubah Situasi AS! Ekonomi Kuat, Dolar Pulang Kampung","trump ubah situasi AS ! ekonomi kuat , dolar pulang kampung",2025/02/19,netral
"Pembiayaan Startup Kering, Pinjol Malah Melejit Tembus Rp 69 Triliun","pembiayaan startup kering , pinjol malah melejit tembus rp 69 triliun",2024/09/06,positif
"Kuartal-I 2024, Pendapatan Premi Asuransi Jiwa RI Tembus Rp60,71 T","kuartal-i 2024 , pendapatan premi asuransi jiwa RI tembus rp 60.71 t",2024/05/29,positif
"Maling M-Banking Bikin Miskin, Ini Cara Jaga Rekening Biar Tak Dicuri","maling m-banking bikin miskin , ini cara jaga rekening biar tak dicuri",2024/09/08,netral
"Bukti Nyata Kiamat ATM, Terlihat dari Bank Raksasa RI","bukti nyata kiamat ATM , terlihat dari bank raksasa RI",2024/07/29,netral
Ini Penyebab Pasar Saham RI Boncos Rp1.279 T Dalam Sebulan,ini penyebab pasar saham RI boncos rp 1.279 t dalam sebulan,2025/03/02,negatif
"Risalah The Fed Bikin Rupiah Goyang, Dolar Sentuh Rp 16.330","risalah the fed bikin rupiah goyang , dolar sentuh rp 16.330",2025/02/20,negatif
"Kredit Pinjol dan Multifinance Kalah dari Bank, Bos OJK Bilang Gini","kredit pinjol dan multifinance kalah dari bank , bos OJK bilang gini",2024/11/07,netral
OJK Kejar Sektor Informal Punya Uang Pensiun,OJK kejar sektor informal punya uang pensiun,2024/11/20,netral
"Danantara Kelola Aset Jumbo Negara, Pandu Sjahrir Ungkap Sumber Dana","danantara kelola aset jumbo negara , pandu sjahrir ungkap sumber dana",2025/02/24,netral
"Kabar Hengkang dari Proyek IKN, Wings & Djarum Grup Buka Suara","kabar hengkang dari proyek IKN , wings djarum grup buka suara",2024/01/05,netral
"Harga Bergerak Tak Wajar, BEI Pantau Ketat Pergerakan Saham IOTF","harga bergerak tak wajar , BEI pantau ketat pergerakan saham IOTF",2024/12/27,negatif
Pasar Modal RI Serok Dana Rp 219 T hingga Akhir November 2024,pasar modal RI serok dana rp 219 t hingga akhir november 2024,2024/12/13,positif
Anti Kena Tipu! Simak Cara Bedakan Emas Antam Asli dan Palsu,anti kena tipu ! simak cara bedakan emas antam asli dan palsu,2024/07/21,netral
Cerita Kodak Bangkrut Gegara Bos Tak Mau Dengar Saran Karyawan,cerita kodak bangkrut gegara bos tak mau dengar saran karyawan,2024/10/05,netral
"Tekanan Dolar AS Mereda, Rupiah Potensi Menguat Hari Ini!","tekanan dolar AS mereda , rupiah potensi menguat hari ini !",2024/11/28,positif
"BI Hentikan JIBOR Awal 2026, Ini Cara Transisi Aman Pindah ke IndONIA","BI hentikan JIBOR awal 2026 , ini cara transisi aman pindah ke indonia",2024/09/27,netral
BEI: Pemilu 1 Putaran Tak Pengaruhi Penambahan Investor Bursa,BEI : pemilu 1 putaran tak pengaruhi penambahan investor bursa,2024/02/19,netral
"4 Raja Media RI Bertarung Politik, Siapa yang Paling Kaya?","4 raja media RI bertarung politik , siapa yang paling kaya ?",2024/02/11,netral
"Kiamat ATM Kian Nyata, 1.417 Unit Punah Dalam Setahun","kiamat ATM kian nyata , 1.417 unit punah dalam setahun",2024/08/17,negatif
ADRO Bakal Bagi Dividen Tambahan Rp 41 T atau Rp 1.359/Saham,ADRO bakal bagi dividen tambahan rp 41 t atau rp 1.359saham,2024/11/18,positif
"BRI (BBRI) Siap Tanpa Program Restruk Covid-19, Ini 2 Senjata Utamanya","BRI ( BBRI ) siap tanpa program restruk covid-19 , ini 2 senjata utamanya",2024/07/25,netral
"Kantongi Rp4,3 Triliun dari IPO, Adaro Andalan (AADI) Pakai Buat Ini","kantongi rp 4.3 triliun dari IPO , adaro andalan ( AADI ) pakai buat ini",2024/12/05,positif
"Trump Menang Pemilu AS, Dow Jones dan S&P 500 Pecah Rekor!","trump menang pemilu AS , dow jones dan SP 500 pecah rekor !",2024/11/06,positif
"Fintech Lending Batumbu Rombak Direksi & Komisaris, Ini Daftarnya","fintech lending batumbu rombak direksi komisaris , ini daftarnya",2024/10/16,netral
Bagaimana Prospek Adaro (ADRO) Usai Spinoff Bisnis Batu Bara?,bagaimana prospek adaro ( ADRO ) usai spinoff bisnis batu bara ?,2024/11/11,netral
"Breaking! BI Tahan Suku Bunga Acuan, Dolar Naik ke Rp 15.860","breaking ! BI tahan suku bunga acuan , dolar naik ke rp 15.860",2024/11/20,negatif
"Tutup Hari Terakhir Pekan Ini, Dolar Tertekan ke Rp16.300","tutup hari terakhir pekan ini , dolar tertekan ke rp 16.300",2025/02/21,positif
"Imbas Tenaga Kerja AS Kuat, Bursa Asia Mayoritas Koreksi!","imbas tenaga kerja AS kuat , bursa asia mayoritas koreksi !",2025/01/08,negatif
"Harga Sahamnya Rp 1, Emiten Ini Mau Lakukan Buyback","harga sahamnya rp 1 , emiten ini mau lakukan buyback",2024/07/11,positif
"Perhutani Bikin Vending Machine, Staf Erick Thohir Bilang Gini","perhutani bikin vending machine , staf erick thohir bilang gini",2024/07/15,netral
"Lewat BRIBRAIN, BRI Bisa Intip Potensi Ini di Pelosok","lewat bribrain , BRI bisa intip potensi ini di pelosok",2025/01/17,positif
"The Fed Beri Kabar Soal Suku Bunga, Dolar Menguat Tipis Jadi Rp15.590","the fed beri kabar soal suku bunga , dolar menguat tipis jadi rp 15.590",2024/02/23,negatif
Lo Kheng Hong Buka-bukaan Kebiasaan Ini Bikin Warga RI Jadi Miskin,lo kheng hong buka-bukaan kebiasaan ini bikin warga RI jadi miskin,2024/10/20,netral
PTPP Kejar Target Pendapatan Rp 32 Triliun Tahun 2024,PTPP kejar target pendapatan rp 32 triliun tahun 2024,2024/08/28,positif
"MUI Bilang Short Selling Haram, Ini Tanggapan Bos OJK","MUI bilang short selling haram , ini tanggapan bos OJK",2024/06/27,netral
"Ini Jajaran Komisaris XLSmart, Ada Retno hingga Arsjad","ini jajaran komisaris xlsmart , ada retno hingga arsjad",2025/03/25,netral
"Rupiah Makin Jatuh Saat Pendemo Kepung DPR, Dolar AS Kini Rp15.580","rupiah makin jatuh saat pendemo kepung DPR , dolar AS kini rp 15.580",2024/08/22,negatif
Ini Alasan Boy Thohir Yakin Besok Pasar Modal RI Bakal Happy,ini alasan boy thohir yakin besok pasar modal RI bakal happy,2024/02/14,netral
"6 Bank RI Masuk Daftar Perusahaan Terpercaya Dunia, Segini Asetnya","6 bank RI masuk daftar perusahaan terpercaya dunia , segini asetnya",2024/09/25,netral
"Bergelimang Harta dari Investasi, Ini 5 Trader Terkaya di Dunia","bergelimang harta dari investasi , ini 5 trader terkaya di dunia",2024/12/03,netral
Tok! Bos Samsung Electronics Bebas Dari Tuduhan Rekayasa Merger,tok ! bos samsung electronics bebas dari tuduhan rekayasa merger,2024/02/05,netral
"OPEC+ Bakal Pangkas Produksi, Harga MInyak Mentah Stabil","OPEC bakal pangkas produksi , harga minyak mentah stabil",2024/12/03,netral
"IHSG Anjlok, Perusahaan Tambang Tak Perlu Khawatir","IHSG anjlok , perusahaan tambang tak perlu khawatir",2025/03/18,negatif
"Industri Pinjol P2P Lending Rugi Rp 27,32 M, Ini Penyebabnya","industri pinjol P2P lending rugi rp 27.32 M , ini penyebabnya",2024/05/22,negatif
"Perhatian, Ini Pesan OJK Buat Influencer Kripto","perhatian , ini pesan OJK buat influencer kripto",2024/07/08,netral
"Prospek Suku Bunga Turun Makin Dekat, Nasdaq - S&P 500 Dibuka Hijau!","prospek suku bunga turun makin dekat , nasdaq - SP 500 dibuka hijau !",2024/11/07,positif
"IHSG Bertahan di Zona Hijau, Asing Malah Banyak Jual Saham Ini","IHSG bertahan di zona hijau , asing malah banyak jual saham ini",2024/12/12,negatif
"Dividen BUMN Bakal Masuk Danantara, Begini Pengelolaannya","dividen BUMN bakal masuk danantara , begini pengelolaannya",2025/03/24,netral
"Prospek Ekonomi AS Makin Suram, Dolar AS Turun ke Rp16.310","prospek ekonomi AS makin suram , dolar AS turun ke rp 16.310",2025/03/05,positif
"Harta Karun Rp 15 Triliun Disita Pemerintah, Penemunya Hidup Melarat","harta karun rp 15 triliun disita pemerintah , penemunya hidup melarat",2025/03/09,negatif
"BTN Laporkan Laba Turun Jadi Rp 3 T, Aset Naik 7% Sepanjang 2024","BTN laporkan laba turun jadi rp 3 T , aset naik 7% sepanjang 2024",2025/02/12,negatif
"Akibat Rugi, Emiten Tekstil (CNTX) Putuskan Kelar dari Bursa","akibat rugi , emiten tekstil ( CNTX ) putuskan kelar dari bursa",2024/11/04,negatif
OJK Tegaskan Merger NOBU dan MNC Bank Tetap Lanjut,OJK tegaskan merger NOBU dan MNC bank tetap lanjut,2025/02/03,netral
"Rupiah Tertekan Usai Prabowo Lantik Menteri, Dolar Naik ke Rp 15.490","rupiah tertekan usai prabowo lantik menteri , dolar naik ke rp 15.490",2024/10/21,negatif
"Banyak Sentimen Bayangi Pergerakan Rupiah, Dolar Turun ke Rp 16.210","banyak sentimen bayangi pergerakan rupiah , dolar turun ke rp 16.210",2024/07/23,positif
"NPL Nyaris 10% & Pendapatan Turun, Bank Banten (BEKS) Laba dari Sini","NPL nyaris 10% pendapatan turun , bank banten ( BEKS ) laba dari sini",2024/09/05,negatif
Bos OJK Beberkan Permodalan Perbankan RI Salah Satu Terkuat di Dunia,bos OJK beberkan permodalan perbankan RI salah satu terkuat di dunia,2024/05/20,positif
Manajemen Sinarmas Sekuritas Buka Suara Soal Investasi Taspen,manajemen sinarmas sekuritas buka suara soal investasi taspen,2024/07/08,netral
"Kejar Nasabah Tajir, Bank Mega Syariah Tambah Kantor Cabang Prioritas","kejar nasabah tajir , bank mega syariah tambah kantor cabang prioritas",2024/12/16,positif
"Pemerintah Terbitkan Surat Utang Dolar & Euro, Raup Rp55,8 T","pemerintah terbitkan surat utang dolar euro , raup rp 55.8 t",2025/01/09,positif
"Bitcoin Pecah Rekor, Ramalan Robert Kiyosaki Jadi Kenyataan?","bitcoin pecah rekor , ramalan robert kiyosaki jadi kenyataan ?",2024/11/21,netral
Ternyata Modal Segini Bisa Buka Alfamart Sendiri,ternyata modal segini bisa buka alfamart sendiri,2024/05/05,netral
"Breaking! IHSG Dibuka Ambles 1%, Balik Lagi ke Level 7.000","breaking ! IHSG dibuka ambles 1% , balik lagi ke level 7.000",2025/02/03,negatif
"IHSG Rebound & Melesat 1% Lebih, Pangkas Koreksi Black Monday","IHSG rebound melesat 1% lebih , pangkas koreksi black monday",2024/08/06,positif
Deretan Saham yang Bakal Diuntungkan dari Program Makan Bergizi Gratis,deretan saham yang bakal diuntungkan dari program makan bergizi gratis,2025/01/07,netral
"Habis Ambruk Kemarin, Wall Street Malam Ini Kompak Dibuka Rebound!","habis ambruk kemarin , wall street malam ini kompak dibuka rebound !",2024/08/06,positif
"Diinjak-injak Warga Israel, di Indonesia Indomie Laku Rp 50 Triliun","diinjak-injak warga israel , di indonesia indomie laku rp 50 triliun",2024/05/19,netral
"Dolar AS Sudah Rp15.600, Ini Ramalan Bos BI Soal Nasib Rupiah","dolar AS sudah rp 15.600 , ini ramalan bos BI soal nasib rupiah",2024/10/16,netral
"MIND ID Kuasai 34% Saham Vale, Erick: Ini Momentum Bersejarah","MIND ID kuasai 34% saham vale , erick : ini momentum bersejarah",2024/02/26,netral
MIND ID Targetkan Laba Tahun 2024 Bisa Tembus Rp 30 Triliun,MIND ID targetkan laba tahun 2024 bisa tembus rp 30 triliun,2024/10/15,positif
Wow! Transaksi Digital RI Bakal Meningkat 1.470% pada 2030,wow ! transaksi digital RI bakal meningkat 1.470% pada 2030,2024/08/26,positif
Deretan Bank Asing yang Kompak Tinggalkan Indonesia,deretan bank asing yang kompak tinggalkan indonesia,2024/01/27,negatif
"Ekonomi Hijau Punya Risiko, Ini Pesan Kadin Buat Perusahaan Reasuransi","ekonomi hijau punya risiko , ini pesan kadin buat perusahaan reasuransi",2024/07/24,netral
"Sepekan Penuh Rupiah Ambruk, Dolar Menguat Sentuh Rp15.480","sepekan penuh rupiah ambruk , dolar menguat sentuh rp 15.480",2024/10/04,negatif
Bos ADHI Curhat di DPR: BUMN Karya Tak Menarik di Mata Investor,bos ADHI curhat di DPR : BUMN karya tak menarik di mata investor,2025/03/05,netral
"Investor Saham Mau Mogok Gara-Gara FCA, Ini Respons OJK","investor saham mau mogok gara-gara FCA , ini respons OJK",2024/06/10,negatif
"Elang Mahkota (EMTK) Borong Saham Bukalapak (BUKA) Rp 1,17 T",elang mahkota ( EMTK ) borong saham bukalapak ( BUKA ) rp 1.17 t,2024/10/10,positif
"Prabowo Kenalkan CT, Boy Thohir, Sampai Aguan ke Ray Dalio","prabowo kenalkan CT , boy thohir , sampai aguan ke ray dalio",2025/03/07,netral
Bos ANTV Buka Suara Soal Kabar Diakuisisi Emtek (EMTK),bos ANTV buka suara soal kabar diakuisisi emtek ( EMTK ),2024/12/24,netral
Jurus BI Kembalikan Rupiah ke Bawah Rp16.000/US$,jurus BI kembalikan rupiah ke bawah rp 16.000us,2024/07/08,netral
"Lo Kheng Hong Sebut Menabung Bikin Orang RI Miskin, Kenapa?","lo kheng hong sebut menabung bikin orang RI miskin , kenapa ?",2024/06/30,netral
